ID,filename,trial_type,chamber,channel_letter,channel_num,set_number,average_speed,total_flight_time,distance,shortest_flying_bout,longest_flying_bout,portion_flying,total_duration,max_speed,test_date,time_start,time_end,duration_check,sex,population,county,site,host_plant,flew,flight_type,NOTES,mass,EWM,latitude,longitude,total_eggs,beak,thorax,wing,body,w_morph,morph_notes,tested
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,DD Front,C. corindum,,,,,,25.273488500000003,-80.3040957,,5.33,2.95,7.7,10.75,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,DD Front,C. corindum,,,,,,25.273488500000003,-80.3040957,,5.97,2.92,8.1,10.84,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,DD Front,C. corindum,,,,,,25.273488500000003,-80.3040957,,7.71,3.47,8.42,11.78,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,DD Front,C. corindum,,,,,,25.273488500000003,-80.3040957,,8.23,3.76,9.4,13.0,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,DD Front,C. corindum,,,,,,25.273488500000003,-80.3040957,,6.06,2.83,5.88,8.77,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,DD Front,C. corindum,,,,,,25.273488500000003,-80.3040957,,8.59,3.68,9.92,13.59,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,5.18,2.6,5.45,8.6,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,5.5,3.02,8.18,11.11,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,5.51,2.66,5.05,7.74,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,5.64,2.9,4.8,7.98,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,6.88,3.23,5.25,9.09,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,5.5,2.75,5.56,8.52,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,8.79,3.65,9.15,12.49,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,6.14,2.82,4.19,7.63,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,6.1,2.94,4.68,8.01,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,5.59,2.56,4.49,7.42,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,7.76,3.44,6.22,10.32,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,6.55,2.91,4.62,7.93,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,4.9,2.24,3.67,6.59,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,N. Dagny,C. corindum,,,,,,25.1820931,-80.36319379999999,,5.76,2.86,7.33,10.26,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,5.43,2.58,4.49,7.58,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,5.3,2.51,4.09,6.76,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,7.03,2.92,4.94,8.71,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,5.57,2.63,4.34,7.44,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,7.26,3.23,4.78,8.53,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,6.48,3.33,9.03,12.18,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,6.22,3.44,8.17,11.65,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,5.71,2.66,4.46,7.6,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,6.04,2.85,4.48,7.84,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,4.46,2.23,3.69,6.29,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,5.77,2.75,7.82,10.62,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,6.33,3.06,5.18,8.61,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,7.03,3.11,4.79,8.51,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,6.99,3.3,4.87,8.97,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,5.64,2.68,4.48,7.56,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,5.37,2.5,3.99,7.06,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,7.75,3.48,6.27,10.1,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Founder's,C. corindum,,,,,,24.96424,-80.5673321,,7.5,3.86,10.09,13.6,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,MM165,C. corindum,,,,,,25.2275238,-80.3283788,,8.53,3.58,8.92,12.6,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,MM165,C. corindum,,,,,,25.2275238,-80.3283788,,8.21,3.6,9.06,12.65,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,MM165,C. corindum,,,,,,25.2275238,-80.3283788,,5.89,3.0,7.67,10.66,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,MM165,C. corindum,,,,,,25.2275238,-80.3283788,,5.36,2.69,7.59,10.46,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Aregood Lane,C. corindum,,,,,,24.9735748,-80.5539224,,7.88,3.99,10.07,13.76,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,F,Plantation Key,,Aregood Lane,C. corindum,,,,,,24.9735748,-80.5539224,,8.75,3.88,9.79,13.63,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,5.86,2.82,4.69,7.99,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,6.22,2.99,4.84,8.34,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,5.14,2.48,4.55,7.11,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,5.75,2.65,4.47,7.64,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,7.97,3.67,9.36,12.93,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,6.4,3.34,7.67,10.86,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,5.41,3.18,8.0,11.02,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dynamite Docks,C. corindum,,,,,,25.286607399999998,-80.290806,,8.51,3.69,9.63,13.47,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.99,3.03,5.14,8.48,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.51,2.48,4.24,7.19,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,6.85,2.91,4.76,8.2,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,6.44,2.75,4.2,7.74,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.41,2.41,4.45,7.56,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.91,2.85,5.43,8.28,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,6.07,2.78,4.41,7.88,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.64,2.72,4.73,7.72,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,7.51,2.99,5.07,8.7,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.36,2.44,3.71,6.51,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.82,2.56,3.86,6.93,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.88,2.65,4.14,7.31,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.47,2.41,4.22,6.97,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Charlemagne,C. corindum,,,,,,25.19515,-80.345916,,5.26,2.39,3.66,6.57,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,6.48,3.05,5.29,8.97,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.97,2.98,4.94,8.27,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.35,2.77,5.25,8.36,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.13,2.89,7.42,10.08,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.04,3.25,8.62,11.62,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.18,2.6,5.93,7.98,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.54,2.63,4.78,7.88,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.22,2.51,4.53,7.44,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,6.52,3.01,5.06,8.4,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,7.26,3.06,8.52,11.96,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.54,2.84,7.72,10.6,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.62,3.04,8.29,11.42,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.4,3.29,8.9,11.88,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Homestead,,,K.elegans,,,,,,25.491362,-80.485821,,5.73,3.11,8.39,11.14,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.65,3.52,9.59,12.99,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.3,3.16,7.56,10.44,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,F,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.76,3.2,7.6,10.63,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.26,3.02,8.11,11.26,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.97,3.55,8.08,11.15,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.07,2.9,8.04,10.8,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.2,3.31,7.98,11.11,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.11,3.14,7.87,10.81,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.12,3.27,8.21,11.14,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.02,2.83,7.44,10.22,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.68,3.13,7.23,10.17,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.0,3.38,7.75,10.97,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.04,3.22,8.05,11.17,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.94,3.34,7.95,11.19,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,F,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,7.98,3.54,8.75,12.3,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,6.13,3.44,9.16,12.6,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.25,3.07,8.26,11.03,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.22,3.16,8.3,11.16,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Gainesville,,,K.elegans,,,,,,29.662022399999998,-82.347313,,5.51,3.08,8.28,11.13,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.31,2.58,4.05,7.11,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,6.65,3.19,5.34,9.01,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.42,2.43,5.1,7.86,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.64,2.71,4.48,7.3,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.47,2.85,4.55,7.61,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,7.25,3.21,5.47,9.28,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,6.07,2.8,4.26,7.67,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.72,2.73,4.95,8.15,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.46,2.58,4.52,7.8,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.31,2.52,4.2,7.3,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,6.89,3.03,5.29,9.03,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,6.51,3.09,4.87,8.15,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.65,2.68,4.36,7.38,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,8.22,3.7,9.58,13.14,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.18,2.62,4.39,7.8,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.08,2.36,3.94,6.79,S,,no
0,,,,,0,0,,,,,,,,,,,,,M,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,5.04,2.51,3.89,6.96,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,6.38,2.78,4.47,8.09,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,North Key Largo,,Dagny Trellis,C. corindum,,,,,,25.1755702,-80.3678089,,9.21,3.76,9.44,13.19,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,F,Leesburg,,,K.elegans,,,,,,28.7963435,-81.8778849,,6.47,3.5,9.35,12.66,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Leesburg,,,K.elegans,,,,,,28.7963435,-81.8778849,,5.54,2.94,8.29,11.12,L,,no
0,,,,,0,0,,,,,,,,,,,,,F,Leesburg,,,K.elegans,,,,,,28.7963435,-81.8778849,,6.36,2.74,5.09,8.22,S,,no
0,,,,,0,0,,,,,,,,,,,,,F,Leesburg,,,K.elegans,,,,,,28.7963435,-81.8778849,,6.41,3.0,7.97,11.17,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Leesburg,,,K.elegans,,,,,,28.7963435,-81.8778849,,5.83,3.26,8.21,11.29,L,wings torn at the end,no
0,,,,,0,0,,,,,,,,,,,,,M,Leesburg,,,K.elegans,,,,,,28.7963435,-81.8778849,,4.87,2.96,7.94,10.68,L,,no
0,,,,,0,0,,,,,,,,,,,,,M,Leesburg,,,K.elegans,,,,,,28.7963435,-81.8778849,,5.53,3.19,8.56,11.64,L,,no
