14418.80, 1.00
14418.81, 0.00
14418.82, 0.00
14418.83, 0.00
14418.84, 0.00
14418.85, 0.00
14418.86, 0.00
14418.87, 0.00
14418.88, 0.00
14418.89, 0.00
14418.90, 0.00
14418.91, 0.00
14418.92, 0.00
14418.93, 0.00
14418.94, 0.00
14418.95, 0.00
14418.96, 0.00
14418.97, 0.00
14418.98, 0.00
14418.99, 0.00
14419.00, 0.00
14419.01, 0.00
14419.02, 0.00
14419.03, 0.00
14419.04, 0.00
14419.05, 0.00
14419.06, 0.00
14419.07, 0.00
14419.08, 0.00
14419.09, 0.00
14419.10, 0.00
14419.11, 0.00
14419.12, 0.00
14419.13, 0.00
14419.14, 0.00
14419.15, 0.00
14419.16, 0.00
14419.17, 0.00
14419.18, 0.00
14419.19, 0.00
14419.20, 0.00
14419.21, 0.00
14419.22, 0.00
14419.23, 0.00
14419.24, 0.00
14419.25, 0.00
14419.26, 0.00
14419.27, 0.00
14419.28, 0.00
14419.29, 0.00
14419.30, 0.00
14419.31, 0.00
14419.32, 0.00
14419.33, 0.00
14419.34, 0.00
14419.35, 0.00
14419.36, 0.00
14419.37, 0.00
14419.38, 0.00
14419.39, 0.00
14419.40, 0.00
14419.41, 0.00
14419.42, 0.00
14419.43, 0.00
14419.44, 0.00
14419.45, 0.00
14419.46, 0.00
14419.47, 0.00
14419.48, 0.00
14419.49, 0.00
14419.50, 0.00
14419.51, 0.00
14419.52, 0.00
14419.53, 0.00
14419.54, 0.00
14419.55, 0.00
14419.56, 0.00
14419.57, 0.00
14419.58, 0.00
14419.59, 0.00
14419.60, 0.00
14419.61, 0.00
14419.62, 0.00
14419.63, 0.00
14419.64, 0.00
14419.65, 0.00
14419.66, 0.00
14419.67, 0.00
14419.68, 0.00
14419.69, 0.00
14419.70, 0.00
14419.71, 0.00
14419.72, 0.00
14419.73, 0.00
14419.74, 0.00
14419.75, 0.00
14419.76, 0.00
14419.77, 0.00
14419.78, 0.00
14419.79, 0.00
14419.80, 0.00
14419.81, 0.00
14419.82, 0.00
14419.83, 0.00
14419.84, 0.00
14419.85, 0.00
14419.86, 0.00
14419.87, 0.00
14419.88, 0.00
14419.89, 0.00
14419.90, 0.00
14419.91, 0.00
14419.92, 1.00
14419.93, 0.00
14419.94, 0.00
14419.95, 0.00
14419.96, 0.00
14419.97, 0.00
14419.98, 0.00
14419.99, 0.00
14420.00, 0.00
14420.01, 0.00
14420.02, 0.00
14420.03, 0.00
14420.04, 0.00
14420.05, 0.00
14420.06, 0.00
14420.07, 0.00
14420.08, 0.00
14420.09, 0.00
14420.10, 0.00
14420.11, 0.00
14420.12, 0.00
14420.13, 0.00
14420.14, 0.00
14420.15, 0.00
14420.16, 0.00
14420.17, 0.00
14420.18, 0.00
14420.19, 0.00
