16946.72, 0.00
16946.73, 0.00
16946.74, 0.00
16946.75, 0.00
16946.76, 0.00
16946.77, 0.00
16946.78, 0.00
16946.79, 0.00
16946.80, 0.00
16946.81, 0.00
16946.82, 0.00
16946.83, 0.00
16946.84, 0.00
16946.85, 0.00
16946.86, 0.00
16946.87, 0.00
16946.88, 0.00
16946.89, 0.00
16946.90, 0.00
16946.91, 0.00
16946.92, 0.00
16946.93, 0.00
16946.94, 0.00
16946.95, 0.00
16946.96, 0.00
16946.97, 0.00
16946.98, 0.00
16946.99, 0.00
16947.00, 0.00
16947.01, 0.00
16947.02, 0.00
16947.03, 0.00
16947.04, 0.00
16947.05, 0.00
16947.06, 0.00
16947.07, 0.00
16947.08, 0.00
16947.09, 0.00
16947.10, 0.00
16947.11, 0.00
16947.12, 0.00
16947.13, 0.00
16947.14, 0.00
16947.15, 0.00
16947.16, 0.00
16947.17, 0.00
16947.18, 0.00
16947.19, 0.00
16947.20, 0.00
16947.21, 0.00
16947.22, 0.00
16947.23, 0.00
16947.24, 0.00
16947.25, 0.00
16947.26, 0.00
16947.27, 0.00
16947.28, 0.00
16947.29, 0.00
16947.30, 0.00
16947.31, 0.00
16947.32, 0.00
16947.33, 0.00
16947.34, 0.00
16947.35, 0.00
16947.36, 0.00
16947.37, 0.00
16947.38, 0.00
16947.39, 0.00
16947.40, 0.00
16947.41, 0.00
16947.42, 0.00
16947.43, 0.00
16947.44, 0.00
16947.45, 0.00
16947.46, 0.00
16947.47, 0.00
16947.48, 0.00
16947.49, 0.00
16947.50, 0.00
16947.51, 0.00
16947.52, 0.00
16947.53, 0.00
16947.54, 0.00
16947.55, 0.00
16947.56, 0.00
16947.57, 0.00
16947.58, 0.00
16947.59, 0.00
16947.60, 0.00
16947.61, 0.00
16947.62, 0.00
16947.63, 0.00
16947.64, 0.00
16947.65, 0.00
16947.66, 0.00
16947.67, 0.00
16947.68, 0.00
16947.69, 0.00
16947.70, 0.00
16947.71, 0.00
16947.72, 0.00
16947.73, 0.00
16947.74, 0.00
16947.75, 0.00
16947.76, 0.00
16947.77, 0.00
16947.78, 0.00
16947.79, 0.00
16947.80, 0.00
16947.81, 0.00
16947.82, 0.00
16947.83, 0.00
16947.84, 0.00
16947.85, 0.00
16947.86, 0.00
16947.87, 0.00
16947.88, 0.00
16947.89, 0.00
16947.90, 0.00
16947.91, 0.00
16947.92, 0.00
16947.93, 0.00
16947.94, 0.00
16947.95, 0.00
16947.96, 0.00
16947.97, 0.00
16947.98, 0.00
16947.99, 0.00
16948.00, 0.00
16948.01, 0.00
16948.02, 0.00
16948.03, 0.00
16948.04, 0.00
16948.05, 0.00
16948.06, 0.00
16948.07, 0.00
16948.08, 0.00
16948.09, 0.00
16948.10, 0.00
16948.11, 0.00
16948.12, 0.00
16948.13, 0.00
16948.14, 0.00
16948.15, 0.00
16948.16, 0.00
16948.17, 0.00
16948.18, 0.00
16948.19, 0.00
16948.20, 0.00
16948.21, 0.00
16948.22, 0.00
16948.23, 0.00
16948.24, 0.00
16948.25, 0.00
16948.26, 0.00
16948.27, 0.00
16948.28, 0.00
16948.29, 0.00
16948.30, 0.00
16948.31, 0.00
16948.32, 0.00
16948.33, 0.00
16948.34, 0.00
16948.35, 0.00
16948.36, 0.00
16948.37, 0.00
16948.38, 0.00
16948.39, 0.00
16948.40, 0.00
16948.41, 0.00
16948.42, 0.00
16948.43, 0.00
16948.44, 0.00
16948.45, 0.00
16948.46, 0.00
16948.47, 0.00
16948.48, 0.00
16948.49, 0.00
16948.50, 0.00
16948.51, 0.00
16948.52, 0.00
16948.53, 0.00
16948.54, 0.00
16948.55, 0.00
16948.56, 0.00
16948.57, 0.00
16948.58, 0.00
16948.59, 0.00
16948.60, 0.00
16948.61, 0.00
16948.62, 0.00
16948.63, 0.00
16948.64, 0.00
16948.65, 0.00
16948.66, 0.00
16948.67, 0.00
16948.68, 0.00
16948.69, 0.00
